,title,rating,content,sentence_length
1225,Love it!,5,Use it every day and my teeth feel much cleaner then my old standard one.,15
1226,Works very well and makes my mouth feel so clean ...,4,"Works very well and makes my mouth feel so clean. I brush twice a day for 4-6 minutes and the charge lasts about 7+ days. The only problem is, about 2-3 times during brushing, it appears to slow down and almost want to stop. As if it’s stopping to rotate the opposite way of turn. And that may be what it’s doing.",62
1227,I couldn't have asked for more!,4,The electric toothbrush does last for quite a long time without charge. Make sure to rinse this as toothpaste can end up stuck on it. You can adjust the speeds at which you brush your teeth. I only wish be less awkward to hold. I am still getting used to it.,51
1228,Stopped working after three months,1,"I had an oral B electric toothbrush for years till it finally stopped charging. I bought this oral B and after 3 months it stopped working. As if the charge isn’t functioning. Also when the toothbrush did work, I found the cleaning to be too forceful which aggravated my gums. So all in all a lemon",56
1229,Powerful! So fresh and so clean clean,5,I honestly didnt know it had blue tooth connectivity or a timer function so I cant speak to that.. but it really really cleans your teeth! I will never go back to the cheaper 5 dollar electric brush ever again!,40
1230,"Good, but didn't meet my expection",4,"It's my first time to try oral-B. Previous I used Philip electric toothbrush. The 2-minute timer is good. But it's too noisy. I bought one for my husband. He doesn't like the sound, too. I don't think I will but that again. I would like to try some better one.",50
1231,My Mouth and Gums like this toothbrush,5,The thing I like the best about this toothbrush is something I didn't think was important--the timer. It really helps me stay disciplined on brushing for two whole minutes.,29
1232,"This is my second one, very happy with this model.",5,"This was a replacement for a similar model that was over 5 years old. Design has not changed and operation is identical to older model. The initial charge takes a long time, subsequent charges are fairly quick. It would probably go all week with one charge. Best feature is the vibration every 30 seconds and double vibration at 2 minutes.",60
1233,Nice simple electric toothbrush that cleans well.,5,"A really nice brush at a good price. It cleans much better than a manual. No bluetooth or timer, just a nice brush tha cleans well.",26
1234,long lasting charge,5,"I really like how long lasting the charge is with these. We are able to go away for a week without having to bring the charger. Also, it is nice you can buy new heads without buying the whole thing again. Also, nice in comes in black and white so we know whose is whose.",55
1235,Mileage Varies,3,Worked well for a year and then wouldn’t turn on. My wife’s lasted longer than mine. You’re mileage varies with each one.,22
1236,Good for sensitive gums and hard to reach places,5,"I had been having issues with my handheld toothbrush making my gums bleed. I have very sensitive gums and a weird angle on my lower row of teeth that make effective cleaning difficult. Not only is this product gentle on my gums, it cleans hard to reach and problem areas VERY well. I've only had it for a couple of days but I can see and feel a noticeable difference with my dental health. Very happy with this buy",79
1237,Very durable,5,Love it use it everyday have had no problems with it. The last one I bought lasted for years,19
1238,Do they sing my praises for having such excellent hygiene? This one,3,"Here is how I rate a rechargeable toothbrush - does the dental hygienist have more work or less work to do when they clean my teeth? Do they sing my praises for having such excellent hygiene? This one, not so much. I was so looking forward to my visit after purchasing this and using it for several months, but was very disappointed.",62
1239,Second one to break in less than 6 months,1,"For what you pay you'd expect to get more than 6 month's use out of this toothbrush! And what's worse, this is the second one out of the last two I've purchased to go belly-up! What the heck? Braun is making piles of junk. Do not purchase unless you've got money to burn.",53
1240,Feels like i just came from the dentist.,5,"I used to have a electric toothbrush, but my dentist said I brushed too hard with it and I was damaging my gums, or something, so I stopped using it and went back to a manual toothbrush.

Lately, I have been thinking about going back to an electric and I bought this and I can feel the difference and it tells me when I'm brushing too hard. Great toothbrush.",69
1241,Quality,5,Very good prices,3
1242,I can brush my heels with this item,1,"This brush is too hard and has one speed. I can brush my heels with this only. Got a headache after use. The vibration is too hard and speed too fast that my toothpaste was all over the walls. I wanted to return this but I can’t, so I decided to write a review.",54
1243,One of best brush I bought in my life,5,This is the best brush that I ever bought the brushes my teeth very well and I love how strong it is on how fast it goes,27
1244,Better than the battery.,5,"Great toothbrush, but battery life could be better. With regular use, battery lasts about a week without a charge. Recommended if you don't mind clearing a spot on your bathroom counter top so it can sit on the charger between uses.",41
1245,Excellent,5,Great toothbrush very happy with.,5
1246,Sooo LOUD!!!,1,Worst Toothbrush I’ve ever bought. LOUD!!! Timer didn’t work. Awful. DO NOT BUY.,13
1247,Second time having this brush & second time having a defect,1,I received this product less than a month ago and it stopped working. I placed It to charge and it has been charging for over 2 days and when i try To use the tooth brush it does not want to start. I would Assume after 2 days of charging it would be fully charged. According to the instructions it takes about 22 hours to charge. I’m very disappointed. You exchanged my toothbrush & its been less then a year having the replacement toothbrush and the same problem occurred. I would like a new tooth brush. This brush has a 2 year warranty. There’s obviously a manufacturer problem with this brush since this situation keeps happening.,116
1248,FANTASTIC!!!,5,FANTASTIC!!! I'm thoroughly satisfied with this toothbrush. It's at the bottom of the list of fancy electric brushes but it's good enough for me. It tells you every 30 seconds to switch sides while brushing and will also notify at the 2 minute mark.,44
1249,Great for the value.,4,"Noticed a difference within a week! Love it. Only con is it is noisy and to charge it, it takes forever. My friend asked why did you get the oral b verses the soniccare I told him when you get your teeth cleaned what type does the hygienist use?",49
1250,Okay for the price,4,"Price was okay for what you get, beats a manual brush hands down…. Only dislike is it doesn’t have two speeds like my other Oral B
and doesn’t come with a case like my other one did.",37
1251,Easy to electric toothbrush,5,Family member likes the brush.,5
1252,Wish I had gotten one sooner!,5,"I've always used battery powered toothbrushes, this is my first experience with an electric, rechargeable model. I absolutely love it, I wish I had gotten one years ago! It takes brushing my teeth to an all new level, I look forward to going to the dentist and seeing the difference in the amount of plaque on my teeth after using this!",61
1253,Does the job well at a reasonable price.,5,This has no bells or whistles but gets the job done. This is my 2nd one. My first one lasted about 7 years!,23
1254,Disappointed,1,"Wanted to replace my aging Philips Sonicare and thought I might try Oral B. Very disappointed. The sound, vibration, and function were like driving a Model T (vs a sports car). Also, the brush shaft dia. is much too large. Going to order a Philips Sonicare again.",47
1255,Died after 7-months,1,Product was great for 7 months. Then it died. I place it on the charger. Looks like its charging. I take it off when it appears done. I try to use it and it won't turn on. Wasted money.,39
1256,Nice product,5,"Easy to operate, great cleaning",5
1257,Poor quality,1,I depended on the oral b reputation. Bad move. It will not charge up. Am currently using it as a manual toothbrush.,22
1258,Best toothbrush ever!,5,Best tooth brush ever! I bought this toothbrush 2 weeks ago. I can already notice a difference. Fly teeth are whiter and have less plaque. My mouth feels fresh and looklppls fantastic! I would recommend this brush to everyone. I love the timer on it as well. It reminds me to switch sides. Everyone needs this brush!,57
1259,Great upgrade,5,"Bought this as a replacement for an old Oral-B toothbrush that kicked the bucket. It's great; it seems to vibrate/oscillate at a higher speed and really does a good job. The charger is sleeker than the old one and the toothbrush has a battery light on it. It's a little taller than the last one, but the heads fit the same.",61
1260,Just an ok product,3,"This thing is so loud. OMG U can feel the noise in your brain when brush... The pressure sensor doesn't seem working. I tried to put some pretty heavy pressure on when brushing my teeth just to test it out, it did not stop. The pain will stop u when u brush too hard b4 the sensor stops it. It feels like a good quality stuff in hand though.",69
1261,OK. Not perfect,5,"Great cleaning, be selective in which heads you buy. I could do without the timer function and wish it has a lithium battery",23
1262,Product Information Incorrect,3,"This model does not have a pressure sensor. For those with sensitive teeth, this is important to know. Otherwise, a fine toothbrush.",22
1263,Nice toothbrush,5,"Great product, love the toothbrush. Will buy more for family members who have older ones.",15
1264,Awesome!,5,My dentist recommended this toothbrush and I love it.,9
1265,Good clean...too good maybe?,4,I'm used to the other style so this rotating style takes some getting used to. The surface of my teeth was noticeably whiter and more glossy after the first use. It's like a dentist clean. I'm concerned about it wearing away my enamel. It's hard to tell if it's cleaning between teeth as well as the other non rotating styles out there,62
1266,A good brush,5,"Bought to replace an old/outdated electric toothbrush. It's working well, and seems to have a long life between charges. My hygienist recommended use.",23
1267,Works very well - just the way it should,5,"I replaced my old toothbrush which I used for many years. This one is stronger,",15
1268,"Terrible battery life, lasts two or three uses before requiring a charge",1,"If you enjoy your toothbrush running out of battery every other use, this is the one for you. With an amazing battery life of what seems to be no more than 10 minutes, have a wonderful time constantly taking your brush over to the charger to ensure it doesn’t die on you when you need it.",56
1269,So loud omg,3,I’m an opera singer. This tooth brush is LOUD. It was nice to hum different songs with. Luckily I upgraded to a Waterpik brush. I do keep this on hand for traveling though.,33
1270,Charging issue,1,Total waste of money. It takes over 24 hours to fully charge the battery. then the battery lasts only for 24 to 36 hours!!! So you need to constantly charge the damn thing :(,34
1271,Nice product,5,Took a few days to get use to an electric toothbrush. The brush head was way too harsh on my gums so I ended up buying the ones for sensitive gums. Love it overall,34
1272,Great simplistic toothbrush I've been wanting.,5,"I've owned several electric toothbrushes and plenty of none electric toothbrushes. This one is by far the best choice.

I'll compare this model to a more expensive OralB that I've had in the past. That one had multiple heads and a container for them, a display with a clock, multiple functions for brushing, etc. This one is a true no nonsense brush. It has all the positive qualities like the durability and functions of an expensive OralB but without the price tag. It just has a charging base, the brush itself, and the brush head. That's all you need anyway. It does a great job at getting in the tough to reach places and doing its job.

The brush seems to be made out of durable plastics, so is the charging station. The battery is indicated by a LED on the front but it seems to take about a week of brushing to drain that battery. I love not having to worry about charging it constantly like my old Oral Bs

Pros: Cheap, Effective, Simplistic, Plug in and go, Durable, long-lasting battery, switchable heads

Cons: None

Fantastic brush for the family member or college student. Oh and switch your heads every 3 weeks! That's how you keep it clean!",209
1273,I hate when I don't have this with me because brushing ...,5,"I hate when I don't have this with me because brushing my teeth is never the same with a regular brush. I don't have good teeth, but after some dental work over the past couple years, this last month was the first time I had no cavities or issues or really any plaque buildup. I credit the use of this and a waterpik",63
1274,Excellent for kids!,5,Cleans better than a manual toothbrush,6
1275,Quality product,5,Easy to use and highly recommended,6
1276,"perfect, highly recommended",5,"perfect, I had a fancy wireless one that was great and it lasted several years. I love the more simplistic model. It vibrates in your hand to let you know when 30 seconds is up, then vibrates twice when 2 minutes is up. It even lets you know if you're pressing too hard on your gums. I would HIGHLY recommend this model. The black looks pretty cool too.",68
1277,Powerful,5,I love how powerful this toothbrush is I felt a difference after one uses.,14
1278,Teeth feel cleaner than ever,5,"Timer function is a little confusion and seems unnecessary, but my teeth have never felt cleaner.",16
1279,Misleading advertisement,3,"Only had it for about a week but The product cleans your teeth very well. Squeaky clean. But the advertisement is a bit misleading.
It does not have a pressure sensor or a 2 minute timer. That was partially the reason I purchased it and quite disappointed when I realized that it does not have neither.",56
1280,Cleans well...,5,"Really cleans teeth well, but the brush is so small I have to keep adding more toothpaste as I brush. Timer is useless.",23
1281,Excellent basic electric toothbrush,5,I had used those battery powered grocery store toothbrushes for a while and they were ok. I don't like sonic care brushes as they tickle/bother my gums too much. This is the perfect middle ground. I really like how it times 30 seconds for each section you brush.,48
1282,amazing for teeth and gums.,5,Bought this for our grandson who is autistic and hates brushing his teeth. He has sensitivity issues and has had many many cavities!! Hopefully this will help him keep from loosing his teeth. He has major gum problems and many cavities.,41
1283,Great Electric Tooth Brush,5,"Works extremely well and is quite affordable. My hygienist recommended getting an inexpensive electric such as a sonicare or oral B. I chose this because of the reviews, it had a round brush head, can use numerous different style brush heads, and I have used oral B manual brushes for years with good results.",54
1284,Work very well great product,5,I like it works very well very efficient great product and it arrive at a great time,17
1285,"Works great, but noisy.",4,"My teeth feel super clean after using it. I’d say the only downside is how loud it is. Very noisy, but very efficient.",23
1286,BEST EVER USED!!!,5,Wow!! Have had & tossed out Super Expensive Kinds Over the Years That did Nothing or caused Bleeding or sore gums. THIS IS AMAZING!!! I drink tea now & This gets Excellent Cleaning Teeth And Gums. You feel cleaner & look in smile and healthier for my teeth and gums. I’ve already recommended to Others!!,55
1287,I noticed a difference immediately!,5,My dental hygienist shared that the electronic tooth brushes with the circular motion do a better job than regular toothbrushes. She noticed a difference in the appearance of my gums after using my Oral-B. I LOVE it and will never go back to anything else! I feel like I have great gum and tooth care with my Oral-B,58
1288,Love it!!!,5,"I buy one for me and one for my husband, it is amazing how you feel the cleanse",18
1289,Died after 8 weeks,1,Died after 8 weeks. Useless piece of garbage. Save your money.,11
1290,Works great!,5,Well worth the price to pay for this toothbrush. I needed to find something that would get rid of plaque and this does the job. 100 times better than using a regular toothbrush and I feel much cleaner. Ive had it for a few months now and has no problems even when I switch out the toothbrush heads. I pair this with a water pik and I have healthy gums now!,71
1291,Has lasted many years,5,"I bought this in 2017 and it hasn't failed me yet. I don't know if the newer versions are better manufactured, but I'm very pleased that this has lasted me more than 3 years.",34
1292,Great toothbrush,5,Works great charges quick and was of use,8
1293,Can't beat the quality for this price!,5,Bought these for myself and my husband and have been very happy with them. We pondered buying the newer versions but decided to go with the more economically priced version (based on the high rating from Google). Very happy we did. This model does a great job cleaning. The more expensive models have different features but they aren't worth the extra cost in my opinion.,65
1294,Great color,3,"Does not work with Bluetooth, does not quit if you push too hard, you have to time your own brushing",20
1295,Didn’t know I was purchasing a jackhammer,1,"Hated this jackhammer of a toothbrush, I ended up returning it. It was so loud and aggressive I was shocked. The weirdest thing was when I tried to look it up on the oral b website it was non existent. So back to amazon it went and I bought another sonic.",51
1296,Husband Loves It,5,My husband has always had an Oral B Toothbrush. So when his died we had to get another one. He says he loves it.,24
1297,Love it,5,It's great. Have had it for about 4 months now and it works great. Cleans nicely.,16
1298,What Bluetooth connectivity?,3,"I didn’t know that stuttering was a timer function. Feels like it’s going to quit.

Works ok, but I really have to brush for a long time before my teeth gel really clean.",33
1299,My only regret is not ordering this many years ago.,5,"My only regret is not ordering this many years ago. It cleans well, it is simple with no unnecessary features, and because of that it is cheap. The first time I used it it really felt like I had just come from the dentist after a cleaning appointment. I have been using it for several months now and it still works as expected.",63
1300,I donot know.,5,It was a christmas gift.,5
1301,My son likes brushing his teeth,4,It helps him clean his teeth better!,7
1302,"Great item, nice price.",5,Works great and easy to use,6
1303,Love It,5,The wife LOVES this brush,5
1304,No more hassles at brushing time,5,"No more hassles at brushing time. this has made a huge difference for my daughter when it comes to brushing her teeth. SHe thinks its fun to use, and it does a great job cleaning her teeth with minimal effort on her part. Hopefully better check ups will follow",49
1305,Like going to the dentist twice a day!,5,Well worth it! Super clean teeth & gums & tongue! Very powerful!,12
1306,so loud,1,I can't begin to describe how loud and aggressive this brush is. Unbelievable. Ridiculous. I wish I could return.,19
1307,fantastic brush!,5,"Wow, this one is a keeper. I definitely prefer the round heads and plan to buy another one for a family member. My dental hygienist is impressed with my lack of plaque or tartar. Use this brush with a waterpik and some charcoal toothpaste and say good bye to uncomfortable dental cleanings!",52
1308,Works very well,4,"I really like this toothbrush. It doesn’t take up much space, it holds its charge, deep cleans, and I can find several types of toothbrush heads that fit it.",29
1309,oral B electric toothbrush,3,The timer doesn't seem to be functioning; don't feel this toothbrush works as well cleaning as my older Sonic.,19
1310,Good toothbrush,5,Good electric toothbrush. Battery lasts a while. Easy to charge. Easy to replace head. Does a good job cleaning. Timing function helpful.,22
1311,My first electric toothbrush,5,I’m new to electric toothbrushes but my dental hygienist recommended I start using one and I’m glad she did. My teeth felt really clean after using this toothbrush. I have crowding so some areas are hard to reach but this toothbrush reached everything. Ok highly recommend.,46
1312,great product,5,I have owned this for a few months now and it's great. My teeth get super clean and it's easy to use/charge. Charge seems to last me about a week and it charges quickly. I will probably buy another for my son as he just has a battery operated one right now.,52
1313,Deep clean / Expensive replacement heads,4,"Bought this for my husband. He really likes it in comparison to a normal ""manual"" toothbrush. Charges on a charging stand, and he has to do it about once a week or so. Not sure about long-term cost-effectiveness due to the price of the replacement heads, but I suppose you pay extra for a deeper clean!",56
1314,Excellent Toothbrush!,5,This toothbrush works great. I feel like my teeth are so much more clean now than before using a manual brush. It gets more of the plaque off my teeth with less effort. The battery lasts a long time and the stand is small and easy to hide in a corner. The replacement heads are easy to change and the bristles are just the right softness.,66
1315,Great value!,5,Good quality at a great price!,6
1316,Great product would definitely recommend,5,Great product would definitely recommend,5
1317,"It’s nice, just didn’t realize there was gonna be a bit of expensive upkeep (replacement heads.)",5,I feel like I’m having a replace the heads more frequently than a manual brush (once a month) and the heads are not that cheap,25
1318,Imitation.,1,"I bought this again and it's different from my first.
It's made poorly",13
1319,Not that great as people say,3,"This is my first time using electric toothbrush and I ordered this one because of the reviews and the price was good with Black Friday. So I expected a lot. But once I received it and used I was not satisfied. The vibration is too much, when I’m trying to reach further teeth it stops working. Also timer worked for 2 days and then stopped. I have to count brushing time myself.",72
1320,Great!,5,This is a great product!,5
1321,Oral-B Black Pro 1000,1,I ordered two Oral-B 1 Black & 1 White Pro 1000 opened and used the Oral-B Black Pro 1000 first. It stated making a loud noise after a few uses. So I returned both for a refund.,37
1322,It’s great toothbrush,4,"It’s great toothbrush, my only issue is that it die in 3 days and take 36 hrs to fully charge",20
1323,Toothbrush,5,This was a Xmas gift to someone I can’t rate,10
1324,Still the best toothbrush on the market,5,"The new timer is irritating, ones every minute would be enough",11
1325,Should’ve sticked with Phillips,1,"Disappointed for price. I’m switching from a Phillips requiring brush heads that are no longer made. This OralB is very skinny, flimsy, doesn’t fit right on charger, and is mostly white with a black front. Brush head falls off easily. No cover for brush. Brush holder ring is pink which I don’t want or like. Bad design. I don’t know how it works yet since it came with dead batteries. Also only came with one brush head.",77
1326,Great product,5,Easy to use and does a great job,8
1327,Cleans well with vibration timer.,5,Easy use and timer function makes it simple move to the next teeth section.,14
1328,Worked for 2 months,1,"Completely stopped working about 2 months into using it. Won't charge, won't light up, won't turn on. And I'm outside the return window so Amazon won't do anything about it. My previous oral B last 3 years. Super frustrating.",39
1329,Does not hold a charge,1,"We returned our original product after two weeks, the battery stopped holding a charge. Our replacement product stopped holding a charge after 3 weeks. Would not recommend purchasing.",28
1330,Great toothbrush!,5,Have been using the competitions electric toothbrush for years and decided to try these out. I'm sold! They really work on stains and keeping your gum line clean. Braun did it again!,32
1331,Good brush without the extra features,5,"Been using oral b for years. My older one stopped working so I got this one.

Not much has changed expect the color which I really like. And this one doesn't have all the fluff features like blue tooth and such which I had on my old and never used",50
1332,cleans well and I love it. The only reason I rated four stars ...,4,"Works well, cleans well and I love it. The only reason I rated four stars is because unlike other Oral-B Pro brushes, this one doesn't have the light at the top, so it doesn't light up when you use it on your teeth, other than that, I'm very much happy with this product and I would recommend it to family and friends and I actually ordered two because I was so happy with the first order!",76
1333,A perfect model,5,My favorite electric toothbrush. Better than the models I was able to locate in stores. Works perfectly. Recommend it to anyone.,21
1334,Much better than the previous model I used for 2 years.,5,Much better than the previous model I used for 2 years. The timer is great and it has a notification light to tell you when it needs to be charged.,30
1335,Keeps the tartar from building up on your teeth and gum line,5,"Comfortable to hold.
Used to clean teeth. Works great.",9
1336,Works great,5,Works great,2
1337,Best clean possible that's not the dentist,5,I have no complaints here. I love this thing. My teeth have never felt cleaner and I now refuse to go back to to normal hand brushing. Easy to charge and use. The charging station makes me love it that much more since I dont have to mess with batteries at inopportune times.,53
1338,Good enough..,5,Great toothbrush.,2
1339,Great product!,5,Very effective and convenient!,4
1340,As advertised,5,"Great product just as advertised. Nice, compact and vibrates to remind you to move to another quadrant of your mouth. Vibrates a few more times when your two minutes is up but will keep going if you want to continue brushing hard to reach spots.",45
1341,Good,5,"Works ok, comparing to the old model I used before, there is no slow speed, only one brushing speed.",19
1342,Works great!,5,"I really like it. I didn't care to have one with all the bells and whistles, and this one is perfect. I tried out an off-brand electric toothbrush a while back, and I didn't like it mostly because the head didn't feel secure when I used it. This one works great. The toothbrush head feels secure. The charge time lasts for over a full week brushing twice a day. And more importantly, my teeth feel like I just got out of the dentists. For the longest time I was someone that felt like a regular brush was just fine, and did the job. Now, I don't think I could ever go back. 5 stars for me.",116
1343,Powerful cleaning,5,I didn’t realize how weak all my old electric toothbrushes had been until buying this one. My teeth feel MUCH cleaner now than they used to.,26
1344,Don’t waste your money,1,I hate this toothbrush with a passion. It is SO messy and gets toothpaste all over my bathroom unless I stop it every single time I take it out of my mouth to rinse my brush. I would rather use a $2 brush from a drugstore than this thing ever again. Wish I wasn’t outside of the return window for a refund.,62
1345,Works great,5,My second Oral B brush. Does a great job. Just ask my dentist,13
1346,Easy to use,5,"I really like the timer, nothing to set up just paste and use.",13
1347,Can be a little rough,4,Worked as described but a little rough for kids teeth and gums,12
1348,Bought a Pair!,5,"I bought one for me and for my husband. Although we haven’t all the fancy features yet, we both love them and they always make me teeth feel clean without having to push super hard.",35
1349,Works Like It Should,5,This electric toothbrush works like it was advertised. I say this as the grandson of the original mechanical toothbrush. When I'm finished brushing my mouth/teeth are absolutely clean! I am now waiting for my dentist to tell me about my gums and reduced plaque,44
1350,Don't overthink it,5,Bought some replacement heads off ebay and use this to keep my teeth cleaner than they would be with just a manual brush. Get by just fine without the fancy ultra-expensive ones; they may be a bit better but as long as it's electric you'll get your teeth plenty clean.,50
1351,Unreliable!,1,"I loved this toothbrush until it stopped working. I've only had it 3 months and the battery won't charge. I never thought to check how long the return window would be open, and learning now that's it's only 30 days, it looks like Amazon knows this product is unreliable. Disgsraceful!",50
1352,Always the best!,5,Always there. My last one worked for 12 years.,9
1353,Does what it's supposed to do.,5,excellent piece of equipment. Gets the job done.,8
1354,Works well !!,5,My computer wise son recommended it.,6
1355,Not charging on port. Only had for 3 months,2,It's been great. I've had it for 3 months and charged it about 3 times when red light blinks. This time I went to charge it and it's not doing anything. Tried different plugs and nothing. Very disappointed that after 3 months it's useless. Not sure what to do now.,50
1356,Not sure if it connects to Bluetooth,5,Haven’t tried the Bluetooth feature if it exists. My old oral B was crapping out after over 10 years of use. This replacement works great.,25
1357,Leaves mouth clean and refreshed.,5,Pretty good. Strong brushing action. Mouth feels comfortably clean and refreshed after use. Takes up minimal space. Looks nice. Can’t ask for much more.,24
1358,Works great!,5,"My dentist recommended me to start using an electric toothbrush and this is the one he recommended so I bought it.
I have periodontal disease so it's important to take the best care of my gums. Highly recommend!",38
1359,"Horrible battery life, not built to last",1,"The battery is not built to last. After using it a little over an year, the battery keeps dying after every single use. Look for a different product",28
1360,Battery lasts less than a year,1,"This was my 4th oral b and all of them last less than a year, batteries stop charging after about 11 months.",22
1361,Disappointed in Oral-B,1,"I threw it in the trash! This model was so hard on my teeth and gums the different modes find not work. I should have returned it as defective, but I'm not sure that was the problem I believe it was poor design.",43
1362,Oral b toothbrush,5,"Very pleased with this toothbrush.
Works very well.
Great price
Highly recommend
Thank you",14
1363,Good toothbrush,4,"Good toothbrush, which seems much stronger than my previous Oral B [which lasted 9 years]. The only issue is that the included brush has a long hole in it which fills with water, and requires removal and drainage after each use.",41
1364,Five star.,5,This thing is powerfull!!! I'm new to the electric toothbrush and after the 1st use I realized...I've been missing out. The pulsing for each quadrant is a foolproof way to make sure all your teeth get the proper love and attention.,41
1365,Nice toothbrush,5,No,1
1366,It’s like a visit to the dentist,5,Does a great job keeping my teeth clean.,8
1367,Good power toothbrush,5,"I like this toothbrush. The 30 second vibration is useful, but not really necessary for me. The main thing is it holds a charge well, it's easy to clean, and it does a great job brushing my teeth.",38
1368,I will never go back to manual brushing.,5,"I used to hate brushing my teeth and it showed. I got one of these and I am never going back to manual brushing. This makes it so simple to clean your teeth and with the built in timer, you definitely brush for the recommended 2 mins. My dental care went up considerably after buying this and getting a water pic.",61
1369,Great Product - Highly Recommend This Toothbrush!!,5,"Excellent product, vibes every 30 seconds so you know when to switch quadrants and gives one last long one at the end (I usually brush my tongue after that one before shutting down the unit).

The heads come with different colored rings to identify them which is helpful if you bought more than one (like I did).

The very first day, my fiance dropped mine (of course) and knocked it hard onto the ground, but the motor didn't stop working and the toothbrush still charges and brushes just as it's supposed to (I bought two, one for each of us, and there's no difference in the intensity or charge time). It does take a really long time to charge, but all you need is is one day plugged in and you're good for a week (or a long weekend get away on one full charge is more than enough!). I'm very pleased with this product, there's no loss of power or slowed vibrations when the battery gets low and needs to be charged, and the warning light is very convenient (no need to guess when you need a charge).

The replacements heads are no more expensive than a regular toothbrush. If you have weak gums (like I do) or just want a cleaner feeling in your mouth, go for this toothbrush, it's worth the one-time investment for what it does for your oral health!",234
1370,You won’t be disappointed,5,I liked this because it wasn’t real expensive and it works just as good as the high paying ones!,19
1371,Long lasting battery and great timer,5,"Great brush. This is my second after the first battery started going bad. It took that one probably 4 years to die out. I like the timer, and it has helped make sure I don't brush too hard.",38
1372,"30 seconds a quarter, my favorite part",5,"This has a timer that goes off every 30 seconds to get you to move on to the next quarter of your mouth, it's my favorite part!!! My old tooth brush had a timer that buzzed after two minutes, that's a long time to wonder how much time you have left, a long time.",54
1373,Great tooth brush,5,Great cleaning.,2
1374,Whiter Smile,5,"Love this! Noticed a significant improvement in the whiteness of my teeth, and found it cleans MUCH better than a regular brush. Quick warning: it’s louder than expected, so if you’re sensitive this may not be the product for you.",40
1375,Does a good job,4,"Does a good job, and is easy to use. One small caveat: it's very noisy.",15
1376,Works great,5,"After a couple of months unit is still working great. Bought these to replace some previous ones that we had that were about 10 years old, hope these last as long",31
1377,Wow just amazing,5,"I was recommended to buy an electric toothbrush and specifically with a round bristle. I immediately felt the difference, my teethes feels way smoother , especially the ones all the way in the back.",34
1378,Made form a real good co.,5,"My last still working 20 yrs later,bought their shaver to, batteries last a long time.",15
1379,Tooth fanatic (keep 'em clean),5,"To my surprise, this works better than I ever suspected. Great incentive to keep brushing longer than usual. I'm sorry I waited so long! Think kids should get started on this early. Comes with an extra head and replacement brushes easily available at Amazon.",44
1380,Pleased but Disappointed,2,Pleased that I got many years from my previous Oral-B (recharging work out). Disappointed that new 2-month-old one ‘sputters’ and sounds like something inside is loose.,26
1381,Bad battery life,3,"Good enough brush for the price, but requires constant charging. I usually get three brushes with it before it dies again.",21
1382,Great results,5,"After just a couple of weeks of use, my dental hygienist says my teeth look great!",16
1383,Horrible,1,Quit within one week.,4
1384,a decent rechargeable electric toothbrush,4,"No frills here, this is a basic electric rechargeable that works just fine. I've used mine for a few months now without any issues. Had a bunch of generic brush heads and they fit just fine. the charger is nice and small won't take up much bathroom space. It gives you the reminder every 30 seconds when brushing which is nice. It's not the quietest thing compared to the more pricey ones but it's not jack hammer loud.",78
1385,Clean,5,"I've been using a sonicare for years, this gets my teeth a lot cleaner. More like when I get a cleaning at the dentist!",24
1386,Better brush,5,I like this electric tooth brush better than the Waterpick brand one that I had which died after one year. The brush rotates and cleans your teeth better. Hopefully it lasts longer since the other one didn't last long enough to use all the replacement heads I bought.,48
1387,Love this item,5,Love this item. The fact that this is water proof when cleaning is so great idea. Would recommend this.I just would like to recommend the signal or alarm for every 30 seconds should not only be by vibrate. It should be with a little sound. I was waiting for it the whole time.,53
1388,I feel really dumb for never investing any money into a REAL toothbrush,5,"This is such a necessary thing in my life right now. I feel really dumb for never investing any money into a REAL toothbrush. It does all the work for me and it's like a massage in your mouth. I am terribly lazy but I make it a point to always brush at least twice a day with this. I usually did brush twice a day prior to getting this but sometimes people forget, y'know? Invest in your health, buy this. The cheapest version of their line of electric toothbrushes. You can get some tongue scrapers for 10 dollars and they do the job.",104
1389,A nice electric toothbrush,5,"It’s a really good electric toothbrush. I chose this one over the Phillips Sonicare because of the brush head; it gets around my teeth easier. The timer is handy too, 30 seconds for each section of your mouth.",38
1390,A little hard but works well.,4,The brush is a little hard so if you like soft bristles you might want to get soft heads for it. Very powerful and works great.,26
1391,very glad I purchased this based on Amazon reviews,5,"I am very, very glad I purchased this based on Amazon reviews. The price and the quality of clean you get from this ebrush is well worth the purchase. Of all the products I have bought over the last year, I would probably rank this toothbrush as the best. Holds a charge well and does an excellent job of cleaning and polishing the teeth. Excellent purchase.",66
1392,Tooth saver,5,"If you don’t have an electronic toothbrush yet, what are you waiting for! I noticed I was missing a lot of spots near my molars in my brushing, and also wanted to get in the habit of not brushing my gums so hard. This was the perfect solution! A little pricey, but well worth the investment. Charges fast and lasts a long time. Also very easy to change heads, and there is such a variety to choose from when it comes to Oral B. Definitely recommend.",86
1393,Great toothbrush,5,"Excellent toothbrush. If you've never used a powered brush, this is a good one to get.",16
1394,Works very well teeth feel great,5,Product works very well,4
1395,Works wonders,5,My teeth weren't in great shape when I purchased this. They were receding and were bleeding some. I had been using a rotating crest spinbrush. This one is hands down a better toothbrush. It has restored my teeth in to healthy teeth and gums.,44
1396,Great quality,5,Great item,2
